pair,shape,min_date,max_date,total_days,no_of_trades,volume_traded,total_turnover,avg_price_of_unit_volume,avg_daily_trades
ETH_DGD,"(205, 10)",2017-08-16 18:59:12,2017-10-30 13:39:34,74,205,2424.32135339,670.068349308,0.28292686706,2
ETH_WINGS,"(199, 10)",2017-08-17 00:23:29,2017-11-02 08:31:18,77,199,27240.7814083,50.2633348965,0.00185145156251,2
ETH_POW,"(198, 10)",2017-10-03 06:09:00,2017-11-02 15:38:42,30,198,31563493.4658,16.6562924281,4.42203817165e-07,6
ETH_LMT,"(197, 10)",2017-10-19 04:03:50,2017-11-02 14:43:29,14,197,1010648.58215,14.2196306849,8.62534156684e-06,14
ETH_ONEK,"(194, 10)",2017-10-05 06:15:54,2017-11-02 07:33:55,28,194,210.016725503,56.8994659089,0.182839549623,6
ETH_QVT,"(191, 10)",2017-10-22 01:26:11,2017-11-02 11:58:37,11,191,169367.197225,122.272252496,0.000733855765911,17
ETH_FLIP,"(188, 10)",2017-09-11 19:50:09,2017-11-02 16:02:16,51,188,546812.0,110.51913932,0.000260004540379,3
ETH_MVC,"(187, 10)",2017-10-10 07:36:41,2017-11-02 15:25:22,23,187,1118606.03639,222.83906597,0.000199594148637,8
ETH_SMT,"(185, 10)",2017-10-06 14:00:04,2017-11-02 15:06:04,27,185,2467591763.7,21.2236412323,6.18278916612e-09,6
ETH_0x78cb,"(183, 10)",2017-10-22 05:04:32,2017-10-31 15:57:07,9,183,14079.0,37.839593149,0.00268766198942,20
ETH_ETL,"(179, 10)",2017-10-22 20:31:52,2017-11-02 13:53:29,10,179,2798.02085555,3.93575991529,0.00107713423731,17
ETH_ETHP,"(177, 10)",2017-10-17 12:47:02,2017-11-02 10:47:24,15,177,598948.454086,14.0152639251,2.58224086545e-05,11
ETH_CDX,"(169, 10)",2017-10-04 13:06:42,2017-11-02 08:51:25,28,169,285050.996143,49.062229398,0.000154834397309,6
ETH_EXRP2,"(169, 10)",2017-10-07 05:31:00,2017-11-02 13:29:36,26,169,1807328.94909,14.4530797402,4.59046888659e-06,6
ETH_DTC,"(168, 10)",2017-10-02 15:34:25,2017-10-31 15:53:22,29,168,533234.53,615.058446854,0.00115344827135,5
ETH_BOP,"(166, 10)",2017-09-07 23:32:12,2017-10-29 05:58:08,51,166,61359.5607797,85.8941579981,0.00132920939939,3
ETH_NIMFA,"(163, 10)",2017-10-09 21:27:18,2017-11-02 15:19:40,23,163,44090.6607494,70.4418695801,0.00114215355238,7
ETH_MYST,"(159, 10)",2017-08-17 16:55:18,2017-11-01 23:24:34,76,159,15682.586179,40.7652264366,0.00287094420215,2
ETH_STU,"(158, 10)",2017-10-16 12:54:09,2017-11-02 05:06:06,16,158,141041.373526,30.1279755877,0.000179710582533,9
ETH_0xf814,"(155, 10)",2017-10-14 08:51:27,2017-10-29 03:58:13,14,155,5107.55613826,13.7364764292,0.00268944208489,11
ETH_FRD,"(154, 10)",2017-10-02 18:42:41,2017-11-02 11:05:15,30,154,236292.204028,64.4111280755,0.000333935226369,5
ETH_FNL,"(149, 10)",2017-10-04 22:21:30,2017-11-02 11:05:15,28,149,659457.293,4.08500922092,4.27889160571e-06,5
ETH_LLT,"(148, 10)",2017-09-28 01:58:54,2017-11-02 12:35:43,35,148,190505.689126,69.3974752535,0.000338317268686,4
ETH_LUCK,"(147, 10)",2017-08-16 18:58:13,2017-11-02 13:26:35,77,147,2111420.0,6.99177900542,2.83613179469e-06,1
ETH_ARC,"(145, 10)",2017-08-17 16:32:13,2017-11-02 11:00:57,76,145,1524.54515961,11.5454919499,0.00785264858473,1
ETH_RUB,"(138, 10)",2017-10-09 05:39:18,2017-11-02 15:20:25,24,138,2293534480.58,4.44269422511,2.58959935424e-09,5
ETH_DDF,"(133, 10)",2017-08-24 11:04:41,2017-11-02 09:28:54,69,133,59343.8361309,27.3813497412,0.000381619726288,1
ETH_0x5783,"(133, 10)",2017-10-18 13:06:26,2017-10-31 05:48:22,12,133,1218181.3402,48.0837449114,3.94717463851e-05,11
ETH_WIC,"(125, 10)",2017-09-22 18:37:40,2017-11-02 17:00:42,40,125,383298.309888,13.7320325138,2.71937221645e-05,3
ETH_CLD,"(125, 10)",2017-09-30 00:59:49,2017-11-02 08:55:33,33,125,2361.410088,25.5778248345,0.0212632755083,3
ETH_REP,"(124, 10)",2017-08-17 11:20:24,2017-11-02 13:16:37,77,124,677.783718252,44.9426791616,0.066134236185,1
ETH_SHT,"(122, 10)",2017-09-28 19:40:46,2017-10-30 15:31:12,31,122,3.59198571994e+12,4.0007666494,4.05685791306e-11,3
ETH_CM,"(119, 10)",2017-10-16 09:38:20,2017-11-02 08:59:40,16,119,294218.47868,55.3059430175,0.000183844574692,7
ETH_NDC,"(115, 10)",2017-09-08 01:17:52,2017-11-02 13:29:17,55,115,67736.7334341,14.7676640206,0.000179034160211,2
ETH_GOOC,"(115, 10)",2017-09-21 21:55:55,2017-11-02 11:28:26,41,115,64989.0250864,3.2829414758,6.68400299655e-05,2
ETH_STH,"(112, 10)",2017-10-19 10:59:13,2017-11-01 01:25:13,12,112,10770291.0,7.67001960336,6.56099041046e-07,9
ETH_ETH,"(107, 10)",2017-08-20 02:17:03,2017-10-31 21:51:35,72,107,20.7937236354,82.103232132,3.18618688102,1
ETH_BNN,"(106, 10)",2017-10-23 05:03:22,2017-11-02 07:54:21,10,106,1046963.75367,32.4017998107,1.92834727268e-05,10
ETH_PT,"(101, 10)",2017-08-24 20:14:35,2017-10-31 09:05:21,67,101,209386.085843,6.98784817965,6.4280508976e+13,1
ETH_EURB,"(100, 10)",2017-10-19 20:46:26,2017-11-02 13:58:31,13,100,19024290.006,4.68487441741,2.63478297684e-07,7
ETH_LUN,"(98, 10)",2017-08-18 06:54:06,2017-11-01 03:37:17,74,98,912.470524864,24.55322025,0.0357714359361,1
ETH_E4ROW,"(97, 10)",2017-08-16 18:43:07,2017-11-02 09:52:41,77,97,119945.48,59.6939160319,0.000468519361711,1
ETH_FIT,"(96, 10)",2017-10-16 13:41:49,2017-11-02 14:24:29,17,96,4540509.62438,14.0416259754,1.99628080624e-06,5
ETH_PLY,"(94, 10)",2017-10-05 05:08:05,2017-11-02 14:09:15,28,94,27947.3299322,4.05385124208,0.000101167674905,3
ETH_0xcdb8,"(92, 10)",2017-10-22 22:15:23,2017-11-02 12:18:18,10,92,79627.0,49.176307839,0.00089656095794,9
ETH_WRC,"(89, 10)",2017-10-17 16:41:37,2017-11-01 18:59:39,15,89,194156.490819,28.9062801068,0.00018283540293,5
ETH_RENT,"(74, 10)",2017-10-08 11:41:37,2017-11-01 17:16:59,24,74,1282975.59134,7.09903285642,3.9675821747e-06,3
ETH_ELTC,"(74, 10)",2017-10-13 23:25:25,2017-11-02 10:26:37,19,74,584336.904495,7.06182918429,8.44389986458e-06,3
ETH_GUP,"(73, 10)",2017-08-30 14:32:49,2017-11-02 11:38:09,63,73,15545.062,32.1013289272,0.00408871908001,1
ETH_PGL,"(72, 10)",2017-09-11 19:51:27,2017-11-02 13:50:35,51,72,68977.5293062,29.4852925346,0.000277666985635,1
ETH_TIME,"(68, 10)",2017-08-17 10:09:29,2017-11-02 16:11:08,77,68,447.82655054,20.0807511065,0.139451217113,0
ETH_RLC,"(67, 10)",2017-08-17 17:56:13,2017-11-02 08:57:59,76,67,9475.69510943,24.6425469716,0.00201580771749,0
ETH_GNO,"(63, 10)",2017-08-18 17:45:56,2017-11-02 14:24:20,75,63,143.265302294,36.5672739914,0.36332383271,0
ETH_IQT,"(57, 10)",2017-09-22 01:07:25,2017-11-02 12:02:30,41,57,2451.31728085,2.70889617182,0.0173562267795,1
ETH_0xd51e,"(51, 10)",2017-09-19 15:51:28,2017-11-01 17:28:39,43,51,1710.0,11.307838174,0.00669988405773,1
ETH_ATT,"(47, 10)",2017-09-01 13:57:56,2017-11-02 07:13:17,61,47,4726.49957337,9.91670715355,0.00182627612236,0
ETH_PRS,"(44, 10)",2017-09-14 18:09:03,2017-11-02 14:19:20,48,44,4297.90493125,0.30236537698,6.59144212626e-05,0
ETH_0x5f6e,"(43, 10)",2017-10-23 06:35:32,2017-11-02 11:23:45,10,43,133.635599327,0.746238902689,0.00522434878379,4
ETH_MKR,"(39, 10)",2017-09-01 01:29:18,2017-10-28 13:55:48,57,39,27.4937066284,19.0346748732,0.633435698763,0
ETH_SWT,"(38, 10)",2017-08-24 11:00:11,2017-10-29 11:52:45,66,38,5042.11666051,14.1620263226,0.00744980158912,0
ETH_0x9375,"(37, 10)",2017-10-23 07:17:26,2017-11-02 13:34:23,10,37,32478.0,0.94552125789,2.4506985076e-05,3
ETH_CODE,"(37, 10)",2017-10-23 08:37:47,2017-11-02 04:53:43,9,37,104560.428422,12.3206569413,8.75460506671e-05,4
ETH_JET,"(35, 10)",2017-09-14 01:48:58,2017-11-02 12:16:46,49,35,361.221253824,0.528126551161,0.00532012612354,0
ETH_BITS,"(30, 10)",2017-09-04 18:32:40,2017-10-22 15:17:21,47,30,76086.7969472,12.0163268754,0.000230677222509,0
ETH_LLA,"(29, 10)",2017-10-12 02:27:31,2017-11-02 12:35:43,21,29,7347.98245549,0.127299916195,0.000383095751934,1
ETH_SHIT,"(26, 10)",2017-09-29 07:41:47,2017-10-22 18:55:46,23,26,222524.0,1.73817314,8.84498305019e-06,1
ETH_0x50d2,"(24, 10)",2017-10-19 20:08:51,2017-10-29 11:19:25,9,24,107306581.95,1.73820326017,1.61984775639e-08,2
ETH_SHLD,"(23, 10)",2017-10-20 03:27:41,2017-10-26 09:45:42,6,23,286750.330482,75.9346968601,0.000264811192135,3
ETH_DET,"(19, 10)",2017-10-08 09:13:16,2017-10-25 08:01:30,16,19,2630.66759713,1.66981260625,0.000634748612127,1
ETH_PPT2,"(17, 10)",2017-09-12 10:29:14,2017-11-01 23:52:40,50,17,58.411443422,3.22316158111,0.0953039422907,0
ETH_BTN,"(14, 10)",2017-09-22 10:17:01,2017-10-31 11:19:06,39,14,11383.1859,1.20139221273,0.000333042266036,0
ETH_0x91bc,"(8, 10)",2017-08-24 20:26:17,2017-10-22 18:12:33,58,8,375674.0,5.17177749439,1.34946939953e-05,0
ETH_0x6eb9,"(8, 10)",2017-10-16 00:47:13,2017-10-23 06:11:12,7,8,40999.98,0.48,1.17073227841e-05,1
ETH_0x149a,"(8, 10)",2017-10-19 12:09:00,2017-10-23 02:38:30,3,8,284403.43795,2.1102871598,7.42004799596e-06,2
ETH_0xdf75,"(8, 10)",2017-10-21 06:08:27,2017-10-22 16:43:32,1,8,14987.5348813,0.100075304511,6.67723580319e-06,8
ETH_GFL,"(6, 10)",2017-10-22 10:38:33,2017-10-28 11:53:11,6,6,2.66889185581,0.003999,0.00149837468734,1
ETH_0x7667,"(4, 10)",2017-09-04 16:27:02,2017-10-22 22:17:01,48,4,92124.9491737,0.946441643705,0.000505029271782,0
ETH_0x26f4,"(2, 10)",2017-10-23 06:25:00,2017-10-23 06:25:42,0,2,150.0,0.0012,8e-06,0
