PING api.etherdelta.com (104.20.111.62) 56(84) bytes of data.
64 bytes from 104.20.111.62: icmp_seq=365 ttl=55 time=56.5 ms
64 bytes from 104.20.111.62: icmp_seq=366 ttl=55 time=56.6 ms
64 bytes from 104.20.111.62: icmp_seq=367 ttl=55 time=481 ms
64 bytes from 104.20.111.62: icmp_seq=368 ttl=55 time=63.2 ms
64 bytes from 104.20.111.62: icmp_seq=369 ttl=55 time=73.4 ms
64 bytes from 104.20.111.62: icmp_seq=370 ttl=55 time=54.6 ms
64 bytes from 104.20.111.62: icmp_seq=371 ttl=55 time=145 ms
64 bytes from 104.20.111.62: icmp_seq=372 ttl=55 time=91.8 ms
64 bytes from 104.20.111.62: icmp_seq=373 ttl=55 time=61.0 ms
64 bytes from 104.20.111.62: icmp_seq=374 ttl=55 time=55.0 ms
64 bytes from 104.20.111.62: icmp_seq=375 ttl=55 time=62.5 ms
64 bytes from 104.20.111.62: icmp_seq=376 ttl=55 time=61.3 ms
64 bytes from 104.20.111.62: icmp_seq=377 ttl=55 time=54.7 ms
64 bytes from 104.20.111.62: icmp_seq=378 ttl=55 time=54.7 ms
64 bytes from 104.20.111.62: icmp_seq=379 ttl=55 time=56.5 ms
64 bytes from 104.20.111.62: icmp_seq=380 ttl=55 time=56.7 ms
64 bytes from 104.20.111.62: icmp_seq=381 ttl=55 time=60.1 ms
64 bytes from 104.20.111.62: icmp_seq=382 ttl=55 time=510 ms
64 bytes from 104.20.111.62: icmp_seq=383 ttl=55 time=60.1 ms
64 bytes from 104.20.111.62: icmp_seq=384 ttl=55 time=76.6 ms
64 bytes from 104.20.111.62: icmp_seq=385 ttl=55 time=87.1 ms
64 bytes from 104.20.111.62: icmp_seq=386 ttl=55 time=61.7 ms
64 bytes from 104.20.111.62: icmp_seq=387 ttl=55 time=66.5 ms
64 bytes from 104.20.111.62: icmp_seq=388 ttl=55 time=53.2 ms
64 bytes from 104.20.111.62: icmp_seq=389 ttl=55 time=60.0 ms
64 bytes from 104.20.111.62: icmp_seq=390 ttl=55 time=76.8 ms
64 bytes from 104.20.111.62: icmp_seq=391 ttl=55 time=56.7 ms
64 bytes from 104.20.111.62: icmp_seq=392 ttl=55 time=63.7 ms
64 bytes from 104.20.111.62: icmp_seq=393 ttl=55 time=56.2 ms
64 bytes from 104.20.111.62: icmp_seq=394 ttl=55 time=56.8 ms
64 bytes from 104.20.111.62: icmp_seq=395 ttl=55 time=55.7 ms
64 bytes from 104.20.111.62: icmp_seq=396 ttl=55 time=56.6 ms
64 bytes from 104.20.111.62: icmp_seq=398 ttl=55 time=90.3 ms
64 bytes from 104.20.111.62: icmp_seq=399 ttl=55 time=68.6 ms
64 bytes from 104.20.111.62: icmp_seq=400 ttl=55 time=87.3 ms
64 bytes from 104.20.111.62: icmp_seq=401 ttl=55 time=71.1 ms
64 bytes from 104.20.111.62: icmp_seq=402 ttl=55 time=63.6 ms
64 bytes from 104.20.111.62: icmp_seq=403 ttl=55 time=67.6 ms
64 bytes from 104.20.111.62: icmp_seq=404 ttl=55 time=58.8 ms
64 bytes from 104.20.111.62: icmp_seq=405 ttl=55 time=56.0 ms
64 bytes from 104.20.111.62: icmp_seq=406 ttl=55 time=60.6 ms
64 bytes from 104.20.111.62: icmp_seq=407 ttl=55 time=57.7 ms
64 bytes from 104.20.111.62: icmp_seq=408 ttl=55 time=52.8 ms
64 bytes from 104.20.111.62: icmp_seq=409 ttl=55 time=54.4 ms
64 bytes from 104.20.111.62: icmp_seq=410 ttl=55 time=59.5 ms
64 bytes from 104.20.111.62: icmp_seq=411 ttl=55 time=57.7 ms
64 bytes from 104.20.111.62: icmp_seq=413 ttl=55 time=79.8 ms
64 bytes from 104.20.111.62: icmp_seq=414 ttl=55 time=74.6 ms
64 bytes from 104.20.111.62: icmp_seq=415 ttl=55 time=83.5 ms
64 bytes from 104.20.111.62: icmp_seq=416 ttl=55 time=86.6 ms
64 bytes from 104.20.111.62: icmp_seq=417 ttl=55 time=65.0 ms
64 bytes from 104.20.111.62: icmp_seq=418 ttl=55 time=58.9 ms
64 bytes from 104.20.111.62: icmp_seq=419 ttl=55 time=59.9 ms
64 bytes from 104.20.111.62: icmp_seq=420 ttl=55 time=69.0 ms
64 bytes from 104.20.111.62: icmp_seq=421 ttl=55 time=55.7 ms
64 bytes from 104.20.111.62: icmp_seq=422 ttl=55 time=56.2 ms
64 bytes from 104.20.111.62: icmp_seq=423 ttl=55 time=57.5 ms
64 bytes from 104.20.111.62: icmp_seq=424 ttl=55 time=68.2 ms
64 bytes from 104.20.111.62: icmp_seq=425 ttl=55 time=61.4 ms
64 bytes from 104.20.111.62: icmp_seq=426 ttl=55 time=55.1 ms
64 bytes from 104.20.111.62: icmp_seq=428 ttl=55 time=66.8 ms
64 bytes from 104.20.111.62: icmp_seq=429 ttl=55 time=56.7 ms
64 bytes from 104.20.111.62: icmp_seq=430 ttl=55 time=80.2 ms
64 bytes from 104.20.111.62: icmp_seq=431 ttl=55 time=66.8 ms
64 bytes from 104.20.111.62: icmp_seq=432 ttl=55 time=64.6 ms
64 bytes from 104.20.111.62: icmp_seq=433 ttl=55 time=52.3 ms
64 bytes from 104.20.111.62: icmp_seq=434 ttl=55 time=56.8 ms
64 bytes from 104.20.111.62: icmp_seq=435 ttl=55 time=69.3 ms
64 bytes from 104.20.111.62: icmp_seq=436 ttl=55 time=55.2 ms
64 bytes from 104.20.111.62: icmp_seq=437 ttl=55 time=57.3 ms
64 bytes from 104.20.111.62: icmp_seq=438 ttl=55 time=69.2 ms
64 bytes from 104.20.111.62: icmp_seq=439 ttl=55 time=61.6 ms
64 bytes from 104.20.111.62: icmp_seq=440 ttl=55 time=67.8 ms
64 bytes from 104.20.111.62: icmp_seq=441 ttl=55 time=61.3 ms
64 bytes from 104.20.111.62: icmp_seq=443 ttl=55 time=62.4 ms
64 bytes from 104.20.111.62: icmp_seq=444 ttl=55 time=86.5 ms
64 bytes from 104.20.111.62: icmp_seq=445 ttl=55 time=66.9 ms
64 bytes from 104.20.111.62: icmp_seq=446 ttl=55 time=66.2 ms
64 bytes from 104.20.111.62: icmp_seq=447 ttl=55 time=57.2 ms
64 bytes from 104.20.111.62: icmp_seq=448 ttl=55 time=58.2 ms
64 bytes from 104.20.111.62: icmp_seq=449 ttl=55 time=56.3 ms
64 bytes from 104.20.111.62: icmp_seq=450 ttl=55 time=54.7 ms
64 bytes from 104.20.111.62: icmp_seq=451 ttl=55 time=58.5 ms
64 bytes from 104.20.111.62: icmp_seq=452 ttl=55 time=64.6 ms
64 bytes from 104.20.111.62: icmp_seq=453 ttl=55 time=55.5 ms
64 bytes from 104.20.111.62: icmp_seq=454 ttl=55 time=58.4 ms
64 bytes from 104.20.111.62: icmp_seq=455 ttl=55 time=56.9 ms
64 bytes from 104.20.111.62: icmp_seq=456 ttl=55 time=55.7 ms
64 bytes from 104.20.111.62: icmp_seq=458 ttl=55 time=71.2 ms
64 bytes from 104.20.111.62: icmp_seq=459 ttl=55 time=68.9 ms
64 bytes from 104.20.111.62: icmp_seq=460 ttl=55 time=67.5 ms
64 bytes from 104.20.111.62: icmp_seq=462 ttl=55 time=76.6 ms
64 bytes from 104.20.111.62: icmp_seq=463 ttl=55 time=72.3 ms
64 bytes from 104.20.111.62: icmp_seq=464 ttl=55 time=56.4 ms
64 bytes from 104.20.111.62: icmp_seq=465 ttl=55 time=53.8 ms
64 bytes from 104.20.111.62: icmp_seq=466 ttl=55 time=57.4 ms
64 bytes from 104.20.111.62: icmp_seq=467 ttl=55 time=56.0 ms
64 bytes from 104.20.111.62: icmp_seq=468 ttl=55 time=58.2 ms
64 bytes from 104.20.111.62: icmp_seq=469 ttl=55 time=54.2 ms
64 bytes from 104.20.111.62: icmp_seq=470 ttl=55 time=57.6 ms
64 bytes from 104.20.111.62: icmp_seq=471 ttl=55 time=55.8 ms
64 bytes from 104.20.111.62: icmp_seq=473 ttl=55 time=72.6 ms
64 bytes from 104.20.111.62: icmp_seq=474 ttl=55 time=73.5 ms
64 bytes from 104.20.111.62: icmp_seq=475 ttl=55 time=70.0 ms
64 bytes from 104.20.111.62: icmp_seq=476 ttl=55 time=69.4 ms
64 bytes from 104.20.111.62: icmp_seq=477 ttl=55 time=69.7 ms
64 bytes from 104.20.111.62: icmp_seq=478 ttl=55 time=56.0 ms
64 bytes from 104.20.111.62: icmp_seq=479 ttl=55 time=54.6 ms
64 bytes from 104.20.111.62: icmp_seq=480 ttl=55 time=59.4 ms
64 bytes from 104.20.111.62: icmp_seq=481 ttl=55 time=58.0 ms
64 bytes from 104.20.111.62: icmp_seq=482 ttl=55 time=57.4 ms
64 bytes from 104.20.111.62: icmp_seq=483 ttl=55 time=53.5 ms
64 bytes from 104.20.111.62: icmp_seq=484 ttl=55 time=59.5 ms
64 bytes from 104.20.111.62: icmp_seq=485 ttl=55 time=56.7 ms
64 bytes from 104.20.111.62: icmp_seq=486 ttl=55 time=62.4 ms
64 bytes from 104.20.111.62: icmp_seq=487 ttl=55 time=66.8 ms
64 bytes from 104.20.111.62: icmp_seq=488 ttl=55 time=57.4 ms
64 bytes from 104.20.111.62: icmp_seq=489 ttl=55 time=56.1 ms
64 bytes from 104.20.111.62: icmp_seq=490 ttl=55 time=136 ms
64 bytes from 104.20.111.62: icmp_seq=491 ttl=55 time=203 ms
64 bytes from 104.20.111.62: icmp_seq=492 ttl=55 time=124 ms
64 bytes from 104.20.111.62: icmp_seq=493 ttl=55 time=208 ms
64 bytes from 104.20.111.62: icmp_seq=494 ttl=55 time=437 ms
64 bytes from 104.20.111.62: icmp_seq=495 ttl=55 time=278 ms
64 bytes from 104.20.111.62: icmp_seq=496 ttl=55 time=62.5 ms
64 bytes from 104.20.111.62: icmp_seq=497 ttl=55 time=101 ms
64 bytes from 104.20.111.62: icmp_seq=498 ttl=55 time=312 ms
64 bytes from 104.20.111.62: icmp_seq=499 ttl=55 time=77.9 ms
64 bytes from 104.20.111.62: icmp_seq=500 ttl=55 time=75.3 ms
64 bytes from 104.20.111.62: icmp_seq=501 ttl=55 time=177 ms
64 bytes from 104.20.111.62: icmp_seq=502 ttl=55 time=199 ms
64 bytes from 104.20.111.62: icmp_seq=503 ttl=55 time=223 ms
64 bytes from 104.20.111.62: icmp_seq=504 ttl=55 time=65.6 ms
64 bytes from 104.20.111.62: icmp_seq=505 ttl=55 time=69.1 ms
64 bytes from 104.20.111.62: icmp_seq=506 ttl=55 time=83.8 ms
64 bytes from 104.20.111.62: icmp_seq=507 ttl=55 time=87.8 ms
64 bytes from 104.20.111.62: icmp_seq=508 ttl=55 time=79.8 ms
64 bytes from 104.20.111.62: icmp_seq=509 ttl=55 time=72.6 ms
64 bytes from 104.20.111.62: icmp_seq=510 ttl=55 time=127 ms
64 bytes from 104.20.111.62: icmp_seq=511 ttl=55 time=146 ms
64 bytes from 104.20.111.62: icmp_seq=512 ttl=55 time=80.7 ms
64 bytes from 104.20.111.62: icmp_seq=513 ttl=55 time=301 ms
64 bytes from 104.20.111.62: icmp_seq=514 ttl=55 time=367 ms
64 bytes from 104.20.111.62: icmp_seq=515 ttl=55 time=255 ms
64 bytes from 104.20.111.62: icmp_seq=516 ttl=55 time=209 ms
64 bytes from 104.20.111.62: icmp_seq=517 ttl=55 time=540 ms
64 bytes from 104.20.111.62: icmp_seq=518 ttl=55 time=287 ms
64 bytes from 104.20.111.62: icmp_seq=519 ttl=55 time=377 ms
64 bytes from 104.20.111.62: icmp_seq=520 ttl=55 time=344 ms
64 bytes from 104.20.111.62: icmp_seq=521 ttl=55 time=426 ms
64 bytes from 104.20.111.62: icmp_seq=522 ttl=55 time=451 ms
64 bytes from 104.20.111.62: icmp_seq=523 ttl=55 time=167 ms
64 bytes from 104.20.111.62: icmp_seq=524 ttl=55 time=64.4 ms
64 bytes from 104.20.111.62: icmp_seq=525 ttl=55 time=98.6 ms
64 bytes from 104.20.111.62: icmp_seq=526 ttl=55 time=230 ms
64 bytes from 104.20.111.62: icmp_seq=527 ttl=55 time=215 ms
64 bytes from 104.20.111.62: icmp_seq=528 ttl=55 time=343 ms
64 bytes from 104.20.111.62: icmp_seq=529 ttl=55 time=503 ms
64 bytes from 104.20.111.62: icmp_seq=530 ttl=55 time=544 ms
64 bytes from 104.20.111.62: icmp_seq=533 ttl=55 time=109 ms
64 bytes from 104.20.111.62: icmp_seq=534 ttl=55 time=456 ms
64 bytes from 104.20.111.62: icmp_seq=535 ttl=55 time=393 ms
64 bytes from 104.20.111.62: icmp_seq=536 ttl=55 time=63.2 ms
64 bytes from 104.20.111.62: icmp_seq=537 ttl=55 time=367 ms
64 bytes from 104.20.111.62: icmp_seq=538 ttl=55 time=310 ms
64 bytes from 104.20.111.62: icmp_seq=539 ttl=55 time=480 ms
64 bytes from 104.20.111.62: icmp_seq=540 ttl=55 time=307 ms
64 bytes from 104.20.111.62: icmp_seq=541 ttl=55 time=425 ms
64 bytes from 104.20.111.62: icmp_seq=542 ttl=55 time=244 ms
64 bytes from 104.20.111.62: icmp_seq=543 ttl=55 time=457 ms
64 bytes from 104.20.111.62: icmp_seq=544 ttl=55 time=70.5 ms
64 bytes from 104.20.111.62: icmp_seq=545 ttl=55 time=62.8 ms
64 bytes from 104.20.111.62: icmp_seq=546 ttl=55 time=134 ms
64 bytes from 104.20.111.62: icmp_seq=547 ttl=55 time=359 ms
64 bytes from 104.20.111.62: icmp_seq=548 ttl=55 time=88.1 ms
64 bytes from 104.20.111.62: icmp_seq=549 ttl=55 time=199 ms
64 bytes from 104.20.111.62: icmp_seq=550 ttl=55 time=88.3 ms
64 bytes from 104.20.111.62: icmp_seq=551 ttl=55 time=117 ms
64 bytes from 104.20.111.62: icmp_seq=552 ttl=55 time=196 ms
64 bytes from 104.20.111.62: icmp_seq=553 ttl=55 time=326 ms
64 bytes from 104.20.111.62: icmp_seq=554 ttl=55 time=414 ms
64 bytes from 104.20.111.62: icmp_seq=555 ttl=55 time=440 ms
64 bytes from 104.20.111.62: icmp_seq=556 ttl=55 time=361 ms
64 bytes from 104.20.111.62: icmp_seq=557 ttl=55 time=65.8 ms
64 bytes from 104.20.111.62: icmp_seq=558 ttl=55 time=83.3 ms
64 bytes from 104.20.111.62: icmp_seq=559 ttl=55 time=430 ms
64 bytes from 104.20.111.62: icmp_seq=560 ttl=55 time=282 ms
64 bytes from 104.20.111.62: icmp_seq=561 ttl=55 time=434 ms
64 bytes from 104.20.111.62: icmp_seq=563 ttl=55 time=606 ms
64 bytes from 104.20.111.62: icmp_seq=564 ttl=55 time=632 ms
64 bytes from 104.20.111.62: icmp_seq=565 ttl=55 time=653 ms
64 bytes from 104.20.111.62: icmp_seq=566 ttl=55 time=603 ms
64 bytes from 104.20.111.62: icmp_seq=567 ttl=55 time=651 ms
64 bytes from 104.20.111.62: icmp_seq=568 ttl=55 time=623 ms
64 bytes from 104.20.111.62: icmp_seq=569 ttl=55 time=547 ms
64 bytes from 104.20.111.62: icmp_seq=570 ttl=55 time=287 ms
64 bytes from 104.20.111.62: icmp_seq=571 ttl=55 time=592 ms
64 bytes from 104.20.111.62: icmp_seq=572 ttl=55 time=514 ms
64 bytes from 104.20.111.62: icmp_seq=573 ttl=55 time=541 ms
64 bytes from 104.20.111.62: icmp_seq=574 ttl=55 time=469 ms
64 bytes from 104.20.111.62: icmp_seq=575 ttl=55 time=253 ms
64 bytes from 104.20.111.62: icmp_seq=576 ttl=55 time=405 ms
64 bytes from 104.20.111.62: icmp_seq=578 ttl=55 time=473 ms
64 bytes from 104.20.111.62: icmp_seq=579 ttl=55 time=592 ms
64 bytes from 104.20.111.62: icmp_seq=580 ttl=55 time=491 ms
64 bytes from 104.20.111.62: icmp_seq=581 ttl=55 time=618 ms
64 bytes from 104.20.111.62: icmp_seq=582 ttl=55 time=480 ms
64 bytes from 104.20.111.62: icmp_seq=583 ttl=55 time=475 ms
64 bytes from 104.20.111.62: icmp_seq=584 ttl=55 time=550 ms
64 bytes from 104.20.111.62: icmp_seq=585 ttl=55 time=514 ms
64 bytes from 104.20.111.62: icmp_seq=586 ttl=55 time=436 ms
64 bytes from 104.20.111.62: icmp_seq=587 ttl=55 time=588 ms
64 bytes from 104.20.111.62: icmp_seq=588 ttl=55 time=391 ms
64 bytes from 104.20.111.62: icmp_seq=589 ttl=55 time=399 ms
64 bytes from 104.20.111.62: icmp_seq=590 ttl=55 time=525 ms
64 bytes from 104.20.111.62: icmp_seq=593 ttl=55 time=680 ms
64 bytes from 104.20.111.62: icmp_seq=594 ttl=55 time=530 ms
64 bytes from 104.20.111.62: icmp_seq=595 ttl=55 time=508 ms
64 bytes from 104.20.111.62: icmp_seq=596 ttl=55 time=533 ms
64 bytes from 104.20.111.62: icmp_seq=597 ttl=55 time=515 ms
64 bytes from 104.20.111.62: icmp_seq=598 ttl=55 time=477 ms
64 bytes from 104.20.111.62: icmp_seq=599 ttl=55 time=424 ms
64 bytes from 104.20.111.62: icmp_seq=600 ttl=55 time=522 ms
64 bytes from 104.20.111.62: icmp_seq=601 ttl=55 time=548 ms
64 bytes from 104.20.111.62: icmp_seq=602 ttl=55 time=467 ms
64 bytes from 104.20.111.62: icmp_seq=603 ttl=55 time=613 ms
64 bytes from 104.20.111.62: icmp_seq=604 ttl=55 time=618 ms
64 bytes from 104.20.111.62: icmp_seq=605 ttl=55 time=541 ms
64 bytes from 104.20.111.62: icmp_seq=606 ttl=55 time=518 ms
64 bytes from 104.20.111.62: icmp_seq=608 ttl=55 time=708 ms
64 bytes from 104.20.111.62: icmp_seq=609 ttl=55 time=469 ms
64 bytes from 104.20.111.62: icmp_seq=610 ttl=55 time=880 ms
64 bytes from 104.20.111.62: icmp_seq=611 ttl=55 time=472 ms
64 bytes from 104.20.111.62: icmp_seq=612 ttl=55 time=420 ms
64 bytes from 104.20.111.62: icmp_seq=613 ttl=55 time=434 ms
64 bytes from 104.20.111.62: icmp_seq=614 ttl=55 time=441 ms
64 bytes from 104.20.111.62: icmp_seq=615 ttl=55 time=467 ms
64 bytes from 104.20.111.62: icmp_seq=616 ttl=55 time=390 ms
64 bytes from 104.20.111.62: icmp_seq=617 ttl=55 time=513 ms
64 bytes from 104.20.111.62: icmp_seq=618 ttl=55 time=537 ms
64 bytes from 104.20.111.62: icmp_seq=619 ttl=55 time=560 ms
64 bytes from 104.20.111.62: icmp_seq=620 ttl=55 time=489 ms
64 bytes from 104.20.111.62: icmp_seq=621 ttl=55 time=404 ms
64 bytes from 104.20.111.62: icmp_seq=623 ttl=55 time=691 ms
64 bytes from 104.20.111.62: icmp_seq=624 ttl=55 time=674 ms
64 bytes from 104.20.111.62: icmp_seq=625 ttl=55 time=699 ms
64 bytes from 104.20.111.62: icmp_seq=626 ttl=55 time=684 ms
64 bytes from 104.20.111.62: icmp_seq=627 ttl=55 time=565 ms
64 bytes from 104.20.111.62: icmp_seq=628 ttl=55 time=647 ms
64 bytes from 104.20.111.62: icmp_seq=629 ttl=55 time=589 ms
64 bytes from 104.20.111.62: icmp_seq=630 ttl=55 time=615 ms
64 bytes from 104.20.111.62: icmp_seq=631 ttl=55 time=535 ms
64 bytes from 104.20.111.62: icmp_seq=632 ttl=55 time=560 ms
64 bytes from 104.20.111.62: icmp_seq=633 ttl=55 time=764 ms
64 bytes from 104.20.111.62: icmp_seq=634 ttl=55 time=709 ms
64 bytes from 104.20.111.62: icmp_seq=635 ttl=55 time=776 ms
64 bytes from 104.20.111.62: icmp_seq=638 ttl=55 time=669 ms
64 bytes from 104.20.111.62: icmp_seq=639 ttl=55 time=591 ms
64 bytes from 104.20.111.62: icmp_seq=640 ttl=55 time=95.9 ms
64 bytes from 104.20.111.62: icmp_seq=641 ttl=55 time=325 ms
64 bytes from 104.20.111.62: icmp_seq=642 ttl=55 time=349 ms
64 bytes from 104.20.111.62: icmp_seq=643 ttl=55 time=371 ms
64 bytes from 104.20.111.62: icmp_seq=644 ttl=55 time=223 ms
64 bytes from 104.20.111.62: icmp_seq=645 ttl=55 time=321 ms
64 bytes from 104.20.111.62: icmp_seq=646 ttl=55 time=263 ms
64 bytes from 104.20.111.62: icmp_seq=647 ttl=55 time=304 ms
64 bytes from 104.20.111.62: icmp_seq=648 ttl=55 time=392 ms
64 bytes from 104.20.111.62: icmp_seq=649 ttl=55 time=420 ms
64 bytes from 104.20.111.62: icmp_seq=650 ttl=55 time=435 ms
64 bytes from 104.20.111.62: icmp_seq=651 ttl=55 time=440 ms
64 bytes from 104.20.111.62: icmp_seq=653 ttl=55 time=484 ms
64 bytes from 104.20.111.62: icmp_seq=654 ttl=55 time=935 ms
64 bytes from 104.20.111.62: icmp_seq=655 ttl=55 time=412 ms
64 bytes from 104.20.111.62: icmp_seq=656 ttl=55 time=676 ms
64 bytes from 104.20.111.62: icmp_seq=657 ttl=55 time=562 ms
64 bytes from 104.20.111.62: icmp_seq=658 ttl=55 time=623 ms
64 bytes from 104.20.111.62: icmp_seq=659 ttl=55 time=608 ms
64 bytes from 104.20.111.62: icmp_seq=660 ttl=55 time=569 ms
64 bytes from 104.20.111.62: icmp_seq=661 ttl=55 time=592 ms
64 bytes from 104.20.111.62: icmp_seq=662 ttl=55 time=616 ms
64 bytes from 104.20.111.62: icmp_seq=663 ttl=55 time=640 ms
64 bytes from 104.20.111.62: icmp_seq=664 ttl=55 time=642 ms
64 bytes from 104.20.111.62: icmp_seq=665 ttl=55 time=636 ms
64 bytes from 104.20.111.62: icmp_seq=666 ttl=55 time=507 ms
64 bytes from 104.20.111.62: icmp_seq=668 ttl=55 time=452 ms
64 bytes from 104.20.111.62: icmp_seq=669 ttl=55 time=307 ms
64 bytes from 104.20.111.62: icmp_seq=670 ttl=55 time=319 ms
64 bytes from 104.20.111.62: icmp_seq=671 ttl=55 time=100 ms
64 bytes from 104.20.111.62: icmp_seq=672 ttl=55 time=333 ms
64 bytes from 104.20.111.62: icmp_seq=673 ttl=55 time=163 ms
64 bytes from 104.20.111.62: icmp_seq=674 ttl=55 time=61.3 ms
64 bytes from 104.20.111.62: icmp_seq=675 ttl=55 time=98.6 ms
64 bytes from 104.20.111.62: icmp_seq=676 ttl=55 time=59.2 ms
64 bytes from 104.20.111.62: icmp_seq=677 ttl=55 time=58.8 ms
64 bytes from 104.20.111.62: icmp_seq=678 ttl=55 time=98.9 ms
64 bytes from 104.20.111.62: icmp_seq=679 ttl=55 time=98.1 ms
64 bytes from 104.20.111.62: icmp_seq=680 ttl=55 time=74.9 ms
64 bytes from 104.20.111.62: icmp_seq=681 ttl=55 time=92.3 ms
64 bytes from 104.20.111.62: icmp_seq=682 ttl=55 time=227 ms
64 bytes from 104.20.111.62: icmp_seq=683 ttl=55 time=118 ms
64 bytes from 104.20.111.62: icmp_seq=684 ttl=55 time=166 ms
64 bytes from 104.20.111.62: icmp_seq=685 ttl=55 time=208 ms
64 bytes from 104.20.111.62: icmp_seq=686 ttl=55 time=290 ms
64 bytes from 104.20.111.62: icmp_seq=687 ttl=55 time=489 ms
64 bytes from 104.20.111.62: icmp_seq=688 ttl=55 time=473 ms
64 bytes from 104.20.111.62: icmp_seq=689 ttl=55 time=440 ms
64 bytes from 104.20.111.62: icmp_seq=690 ttl=55 time=396 ms
64 bytes from 104.20.111.62: icmp_seq=691 ttl=55 time=414 ms
64 bytes from 104.20.111.62: icmp_seq=692 ttl=55 time=365 ms
64 bytes from 104.20.111.62: icmp_seq=693 ttl=55 time=399 ms
64 bytes from 104.20.111.62: icmp_seq=694 ttl=55 time=302 ms
64 bytes from 104.20.111.62: icmp_seq=695 ttl=55 time=487 ms
64 bytes from 104.20.111.62: icmp_seq=697 ttl=55 time=196 ms
64 bytes from 104.20.111.62: icmp_seq=698 ttl=55 time=217 ms
64 bytes from 104.20.111.62: icmp_seq=699 ttl=55 time=1008 ms
64 bytes from 104.20.111.62: icmp_seq=700 ttl=55 time=467 ms
64 bytes from 104.20.111.62: icmp_seq=701 ttl=55 time=443 ms
64 bytes from 104.20.111.62: icmp_seq=702 ttl=55 time=350 ms
64 bytes from 104.20.111.62: icmp_seq=703 ttl=55 time=336 ms
64 bytes from 104.20.111.62: icmp_seq=704 ttl=55 time=356 ms
64 bytes from 104.20.111.62: icmp_seq=705 ttl=55 time=176 ms
64 bytes from 104.20.111.62: icmp_seq=706 ttl=55 time=300 ms
64 bytes from 104.20.111.62: icmp_seq=707 ttl=55 time=269 ms
64 bytes from 104.20.111.62: icmp_seq=708 ttl=55 time=69.2 ms
64 bytes from 104.20.111.62: icmp_seq=709 ttl=55 time=74.1 ms
64 bytes from 104.20.111.62: icmp_seq=710 ttl=55 time=223 ms
64 bytes from 104.20.111.62: icmp_seq=711 ttl=55 time=70.7 ms
64 bytes from 104.20.111.62: icmp_seq=712 ttl=55 time=131 ms
64 bytes from 104.20.111.62: icmp_seq=713 ttl=55 time=77.4 ms
64 bytes from 104.20.111.62: icmp_seq=714 ttl=55 time=98.5 ms
64 bytes from 104.20.111.62: icmp_seq=715 ttl=55 time=69.4 ms
64 bytes from 104.20.111.62: icmp_seq=716 ttl=55 time=91.3 ms
64 bytes from 104.20.111.62: icmp_seq=717 ttl=55 time=60.7 ms
64 bytes from 104.20.111.62: icmp_seq=718 ttl=55 time=154 ms
64 bytes from 104.20.111.62: icmp_seq=719 ttl=55 time=293 ms
64 bytes from 104.20.111.62: icmp_seq=720 ttl=55 time=224 ms
64 bytes from 104.20.111.62: icmp_seq=721 ttl=55 time=441 ms
64 bytes from 104.20.111.62: icmp_seq=722 ttl=55 time=258 ms
64 bytes from 104.20.111.62: icmp_seq=723 ttl=55 time=178 ms
64 bytes from 104.20.111.62: icmp_seq=724 ttl=55 time=157 ms
64 bytes from 104.20.111.62: icmp_seq=725 ttl=55 time=226 ms
64 bytes from 104.20.111.62: icmp_seq=727 ttl=55 time=360 ms
64 bytes from 104.20.111.62: icmp_seq=728 ttl=55 time=282 ms
64 bytes from 104.20.111.62: icmp_seq=729 ttl=55 time=299 ms
64 bytes from 104.20.111.62: icmp_seq=730 ttl=55 time=142 ms
64 bytes from 104.20.111.62: icmp_seq=731 ttl=55 time=70.8 ms
64 bytes from 104.20.111.62: icmp_seq=732 ttl=55 time=61.4 ms
64 bytes from 104.20.111.62: icmp_seq=733 ttl=55 time=190 ms
64 bytes from 104.20.111.62: icmp_seq=734 ttl=55 time=78.9 ms
64 bytes from 104.20.111.62: icmp_seq=735 ttl=55 time=81.5 ms
64 bytes from 104.20.111.62: icmp_seq=736 ttl=55 time=85.2 ms
64 bytes from 104.20.111.62: icmp_seq=737 ttl=55 time=174 ms
64 bytes from 104.20.111.62: icmp_seq=738 ttl=55 time=178 ms
64 bytes from 104.20.111.62: icmp_seq=739 ttl=55 time=73.0 ms
64 bytes from 104.20.111.62: icmp_seq=740 ttl=55 time=79.4 ms
64 bytes from 104.20.111.62: icmp_seq=741 ttl=55 time=67.1 ms
64 bytes from 104.20.111.62: icmp_seq=743 ttl=55 time=194 ms
64 bytes from 104.20.111.62: icmp_seq=744 ttl=55 time=58.2 ms
64 bytes from 104.20.111.62: icmp_seq=745 ttl=55 time=78.4 ms
64 bytes from 104.20.111.62: icmp_seq=746 ttl=55 time=67.6 ms
64 bytes from 104.20.111.62: icmp_seq=747 ttl=55 time=56.4 ms
64 bytes from 104.20.111.62: icmp_seq=748 ttl=55 time=72.6 ms
64 bytes from 104.20.111.62: icmp_seq=749 ttl=55 time=63.6 ms
64 bytes from 104.20.111.62: icmp_seq=750 ttl=55 time=56.1 ms
64 bytes from 104.20.111.62: icmp_seq=751 ttl=55 time=78.5 ms
64 bytes from 104.20.111.62: icmp_seq=752 ttl=55 time=73.6 ms
64 bytes from 104.20.111.62: icmp_seq=753 ttl=55 time=93.9 ms
64 bytes from 104.20.111.62: icmp_seq=754 ttl=55 time=95.1 ms
