datetime,amount,amountBase,price
2017-11-01 20:11:39,0.997,0.0008338908,0.0008364
2017-11-01 00:54:44,0.000139,1.112,8000.0
2017-10-31 13:16:02,7.8,0.001482,0.00019
2017-10-31 12:39:31,7.8,0.001482,0.00019
