datetime,amount,amountBase,price
2017-11-02 07:55:23,200.0,0.0174,8.7e-05
2017-11-02 07:49:08,150.0,0.011733,7.822e-05
2017-11-02 02:48:49,1.0876e-14,0.0,0.0
2017-11-01 17:39:25,121.650972904853,0.08393917130434858,0.00069
