datetime,amount,amountBase,price
2017-11-02 12:53:12,0.5,0.05,0.1
2017-11-02 12:53:12,0.1,0.01,0.1
2017-11-02 12:36:28,2.837,0.073762,0.026
2017-11-02 12:11:03,12.62276941,0.191253890715615,0.0151515
2017-11-02 11:53:15,3.44,0.03784,0.011
2017-11-01 22:56:05,5.224,0.066073152,0.012648
2017-11-01 21:41:28,200.0,2.08,0.0104
2017-11-01 18:04:00,0.1,0.01,0.1
2017-11-01 18:01:16,5.0,0.0525,0.0105
2017-11-01 03:29:16,22.46356976,0.284119230385804,0.012648000002729932
2017-10-31 21:21:50,27.99989511,0.3499986888782468,0.012500000000115958
2017-10-31 21:18:51,1e-08,1.30693955e-10,0.0130693955
2017-10-31 21:17:35,0.00010487,1.310991059209e-06,0.01250110669599504
2017-10-31 18:12:36,0.001,0.021,21.0
2017-10-31 18:08:37,6.97,0.11849,0.017
2017-10-31 17:24:41,30.0,0.3297,0.01099
2017-10-31 01:38:37,1e-07,1.070044653e-09,0.01070044653
2017-10-31 01:23:34,20.0,0.334,0.0167
