datetime,amount,amountBase,price
2017-11-02 04:03:36,1700.0,0.085,5e-05
2017-11-02 04:03:31,3125.0,0.159410598,5.101139136e-05
2017-11-02 03:56:10,1700.0,0.09809,5.77e-05
2017-11-02 03:55:25,18874.0,0.9625893918964813,5.100081550791996e-05
2017-11-02 03:51:59,23152.0,0.965476871324228,4.170166168470231e-05
2017-11-02 03:51:09,19000.0,0.9063,4.77e-05
2017-11-02 03:50:14,16777.0,0.6509476,3.88e-05
2017-11-02 03:49:59,28618.0,0.9730442879965334,3.400112824084609e-05
2017-11-02 03:47:32,1700.0,0.06749,3.97e-05
2017-11-02 03:44:11,22000.0,0.85294,3.877e-05
2017-11-02 03:43:04,20000.0,0.684,3.42e-05
2017-11-02 03:42:10,30000.0,0.96,3.2e-05
2017-11-02 03:41:23,23588.0,0.9836556497243503,4.170152830779846e-05
2017-11-02 03:39:36,825.0,0.03110663312686324,3.770500985074332e-05
2017-11-02 03:39:25,1128.0,0.03124802398257526,2.770214892072274e-05
2017-11-02 03:36:59,26174.0,0.9867933668731368,3.770128245102532e-05
2017-11-02 03:35:55,27000.0,0.9639,3.57e-05
2017-11-02 03:33:55,1700.0,0.0578,3.4e-05
2017-11-02 03:33:43,9640.0,0.31812289272211797,3.30003000749085e-05
2017-11-02 03:33:43,27000.0,0.945,3.5e-05
2017-11-02 03:30:42,25885.0,0.7579192353817069,2.92802486143213e-05
2017-11-02 03:29:11,34114.0,0.9988807646182931,2.928066965522346e-05
2017-11-02 03:27:52,30359.0,1.001877107277882,3.300099170848453e-05
2017-11-02 03:26:07,16218.0,0.49790864110754013,3.070098909283143e-05
2017-11-02 03:24:37,32781.0,1.0063913588924598,3.07004471764882e-05
2017-11-02 03:23:16,10000.0,0.2928,2.928e-05
2017-11-02 03:22:42,1700.0,0.04046,2.38e-05
2017-11-02 03:21:44,28657.0,0.83907696,2.928e-05
2017-11-02 03:17:25,1700.0,0.0476,2.8e-05
2017-11-02 03:15:48,36572.0,1.0130696760174247,2.770069113030254e-05
2017-11-02 03:15:00,23250.0,0.569625,2.45e-05
2017-11-02 03:13:23,1700.0,0.0408,2.4e-05
2017-10-29 22:49:12,25000.0,0.05252475,2.10099e-06
2017-10-29 22:49:01,100000.0,0.22,2.2e-06
2017-10-29 22:26:15,300.0,0.0005403,1.801e-06
2017-10-29 21:48:03,15047.0,0.02559479653,1.70099e-06
2017-10-29 21:47:31,4193.0,0.00713225107,1.70099e-06
2017-10-29 21:46:40,51791.0,0.08809597309,1.70099e-06
2017-10-29 20:31:47,9540.0,0.010494,1.1e-06
2017-10-29 20:06:57,30000.0,0.033,1.1e-06
2017-10-29 20:02:52,1000.0,0.0014,1.4e-06
2017-10-29 20:02:44,15000.0,0.03,2e-06
2017-10-29 20:02:44,1000.0,0.0014,1.4e-06
2017-10-29 19:59:40,30000.0,0.03,1e-06
2017-10-29 19:58:48,70000.0,0.084,1.2e-06
2017-10-29 19:58:48,12966.0,0.0181524,1.4e-06
2017-10-29 19:58:43,20000.0,0.04004,2.002e-06
2017-10-29 15:35:38,100.0,0.0022999,2.2999e-05
2017-10-29 14:53:29,170.0,0.0038709,2.277e-05
2017-10-29 14:53:19,70.0,0.00161,2.3e-05
2017-10-29 14:44:56,70.0,0.0016639,2.377e-05
2017-10-29 14:44:56,70.0,0.0017339,2.477e-05
2017-10-29 14:43:51,2777.0,0.071643823,2.5799e-05
2017-10-29 14:38:36,2500.0,0.0645,2.58e-05
2017-10-29 14:38:08,27.0,0.00079056,2.928e-05
2017-10-29 14:38:08,10.0,0.000377,3.77e-05
2017-10-29 14:36:50,2.0,5.18e-05,2.59e-05
2017-10-29 14:36:50,27.0,0.00079056,2.928e-05
2017-10-29 14:36:50,10.0,0.000377,3.77e-05
2017-10-29 14:36:21,15.0,0.000387,2.58e-05
2017-10-29 14:35:23,170.0,0.004386,2.58e-05
2017-10-29 14:35:23,17.0,0.000441609,2.5977e-05
2017-10-29 14:35:23,170.0,0.0042109,2.477e-05
2017-10-29 14:35:23,15.0,0.0003885,2.59e-05
2017-10-29 14:34:01,17.0,0.0004386,2.58e-05
2017-10-29 14:33:49,10.0,0.000258,2.58e-05
2017-10-29 14:33:30,77.0,0.00178409,2.317e-05
2017-10-29 14:24:10,50.0,0.00129,2.58e-05
2017-10-29 11:57:55,1000.0,0.001001,1.001e-06
