#,Source,Volume (24h)
385,BitMEX,295262000
1,Bitfinex,97209100
386,Coincheck,96589400
2,bitFlyer,52117800
3,Bithumb,51150100
4,Bitstamp,42716100
5,GDAX,40917400
6,HitBTC,37448000
387,Zaif,36383200
7,WEX,24168500
