#,Pair,Price
388,BTC/CNY,2405.54
118,BTC/CNY,3732.51
362,BTC/CNY,3949.6
30,BTS/BTC,4045.53
61,BTC/CNY,4047.18
252,BTC/CNH,4069.12
333,BTS/BTC,4072.55
50,BTS/BTC,4073.51
371,ARDR/BTC,4074.15
17,BTC/CNY,4088.98
