co_code,co_name
23087,IOL Netcom
23165,Maxwell Inds.
23220,United Breweries
23244,ISMT
23296,IIFL Holdings
23313,S H Kelkar & Co.
23340,Rama Steel Tubes
23341,JBM Auto
23431,Transwar.Fin.
23448,Lux Industries
23450,20 Microns
23457,Advanta
23505,Bharati Defence
23562,Lumax Auto Tech.
23633,Hanung Toys
23653,Hi-Tech Pipes
23785,Nitin Spinners
23816,Precision Camshf
23818,PPAP Automotive
23869,STL Global
23875,Sh.Renuka Sugar
23920,Nectar Lifesci.
23921,Surya Pharma.
23959,Uttam Sug.Mills
24005,A B M Internatl.
24049,Fortis Health.
24057,Gitanjali Gems
24061,T.V. Today Netw.
24065,Guj.St.Petronet
24115,P B A Infra.
24194,D C Holdings
24258,North Eastn.Car.
24379,Sharon Bio-Med.
24392,Tanla Solutions
24440,Deep Industries
24585,Navin Fluo.Intl.
24603,8K Miles
24608,Varun Beverages
24610,Jindal Stain.
24619,Jai Balaji Inds.
24621,Lumax Auto.Sys.
24625,Apollo Sindoori
24642,Green Fire
24690,JSW Holdings
24705,Gammon Infra.
24762,Palred Technolog
24769,Muthoot Finance
24800,Parsvnath Devl.
24831,Crew B.O.S.Prod.
24833,MSP Steel & Pow.
24835,Indowind Energy
24836,Pochiraju Inds.
24837,Usher Agro
24853,Allsec Tech.
24882,Firstsour.Solu.
24915,Team Lease Serv.
24934,Ramkrishna Forg.
24936,Zylog Systems
24941,Jindal Photo
24946,McDowell Hold.
24949,H T Media
24951,UltraTech Cem.
24957,GP Petroleums
24978,NIIT Tech.
24988,Mcleod Russel
24993,Everest Kanto
25008,C C C L
25031,Bedmutha Indus.
25040,Fiem Inds.
25067,Repco Home Fin
25242,Xchanging Sol.
25263,S.A.L Steel
25267,Yes Bank
25386,Solar Inds.
25397,Unity Infra.
25457,Impex Ferro Tech
25459,Puravankar.Proj.
25502,Alkali Metals
25513,Ashoka Buildcon
25537,Ent.Network
25561,Intl Construct
25599,Omnitech Info.
25636,Uniply Inds.
25664,Accel Frontline
25746,Multi Comm. Exc.
25767,Syngene Intl.
25775,Bannari Amm Spg.
25777,Bombay Rayon
25785,Globus Spirits
25805,Ravikumar Distll
25807,SMS Pharma.
25812,Sh.Ganesh Forg.
25830,GTL Infra.
25991,Skipper
26063,Adhunik Indus.
26184,Kolte Patil Dev.
26339,Pincon Spirit
26416,GPT Infraproject
26453,Glodyne Techno.
26456,Hubtown
26503,Saksoft
26569,Provogue (India)
26579,Kaya Ltd
26604,Nandan Denim
26642,Rane (Madras)
26653,Vikash Metal
26729,Sejal Glass
26760,KM Sugar Mills
26766,Vivimed Labs.
26780,Indiabulls Vent.
26813,Rohit Ferro Tec.
26822,Rajvir Inds.
26828,Shivam Autotech
26837,Radha Madh.Corp.
26838,Godawari Power
26839,Educomp Sol.
26849,GOL Offshore
26853,Store One Retail
26856,Pratibha Inds.
26860,Bartronics India
26864,Sakuma Exports
26866,GVK Power Infra.
26867,Celebrity Fash.
26881,Varun Inds.
26912,Technocraf.Inds.
26923,Raj Oil Mills
27039,Gokul Refoils
27172,Sunil Hitech
27206,Rel. Comm.
27231,Malu Paper
27242,B.L.Kashyap
27243,Gallantt Metal
27244,Visa Steel
27257,Adhunik Metal
27264,Prime Focus
27265,Celestial Biolab
27266,Kewal Kir.Cloth.
27271,KF Airlines
27272,Supreme Infra.
27273,K E C Intl.
27297,Emk.Global Fin.
27299,Plethico Pharma.
27310,Glory Films
27313,Parabolic Drugs
27323,JSW Energy
27325,JHS Sven.Lab.
27333,Allcargo Logist.
27338,Action Const.Eq.
27340,HOV Services
27341,Volt.Transform.
27346,Renaissance Jew.
27347,Sh.Ashtavinayak
27350,GTN Textiles
27360,Global Vectra
27361,Broadcast Init.
27363,Evinix Indus.
27366,Cambridge Tech.
27367,Abhishek Corp.
27371,Everonn Educat.
27375,Sutlej Textiles
27387,L T Foods
27415,Ruchira Papers
27419,Texmaco Rail
27437,TGB Banquets
27441,Oriental Trimex
27443,Sobha
27482,TV18 Broadcast
27483,Sr.Rayala.Hypo
27485,Ess Dee Alumin.
27486,Mahindra CIE
27500,Hinduja Global
27501,Nissan Copper
27504,OCL Iron & Steel
27506,Hilton Met.Forg.
27528,Autoline Inds.
27530,AMD Industries
27531,Euro Ceramics
27538,Ankit Met.Power
27539,Cineline India
27558,MBL Infrast
27576,Nagreeka Cap.
27581,C & C Constrn.
27594,Astec Life
27603,Cairn India
27612,E-Land Apparel
27614,Pearl Global Ind
27654,MIC Electronics
27655,Astral Poly
27660,Brandhou.Retail
27662,SEL Mfg. Co
27675,SPARC
27678,Tarmat
27679,V2 Retail
27696,Kaushalya Infra.
27697,Netwrk.18 Media
27699,Indus Fila
27705,Zee Media
27706,Siti Networks
27707,Decolight Cera.
27710,Alpa Lab.
27715,Take Solutions
27738,Omaxe
27739,Barak Valley
27740,Asahi Songwon
27753,Time Technoplast
27754,Insecticid.India
27768,Nitin Fire Prot.
27793,Camlin Fine
27794,Refex Industries
27797,Nahar Capital
27798,Asian Granito
27800,Indbull.RealEst.
27828,H D I L
27896,Magnum Ventures
27966,GI Engg.Sol.
27985,GSS Info.
27987,Man Infra
27989,Rushil Decor
27995,Dhanus Tech.
28003,Kaveri Seed Co.
28009,K P R Mill Ltd
28011,Motil.Oswal.Fin.
28013,Maan Aluminium
28038,Koutons Retail
28041,Burnpur Cement
28049,Kiri Indus.
28069,WABCO India
28071,Sujana Towers
28074,Bajaj Auto
28075,Bajaj Finserv
28145,Metkore Alloys
28150,Religare Enterp.
28183,Bang Overseas
28229,Edelweiss.Fin.
28239,Somi Conv.Belt.
28241,Sita Shree Food
28243,Mold-Tek Pack.
28245,Tecpro Systems
28257,REI Six Ten
28267,Tulsi Extrusions
28290,PTC India Fin
28292,Cords Cable
28293,eClerx Services
28294,Brigade Enterpr.
28300,J Kumar Infra
28301,OnMobile Global
28304,MVL
28331,Tarapur Trans
28334,KNR Construct.
28340,T R I L
28363,GREENETH.RES&PRO
28364,Capital First
28365,IRB Infra.Devl.
28369,Shriram EPC
28424,First Winner
28432,Teledata Tech
28434,Archidply Inds.
28441,Vascon Engineers
28573,Resurgere Mines
28574,Mandhana Indus
28589,D B Corp
28591,Ramky Infra
28611,Bafna Pharma.
28612,Birla Cotsyn
28627,LGB Forge
28666,Euro Multivision
28668,Nu Tek India
28695,PNC Infratech
28894,Nitesh Estates
28967,Lotus Eye Care
29112,Microsec Fin
29175,RPG LifeScience.
29187,KSK Energy Ven.
29300,Piraml.Phyto.
29301,Rane Engine Val.
29302,Rane Brake Lin.
29303,Sicagen India
29335,Future Consumer
29368,ARSS Infra
29472,Fineotex Chem
29545,A2Z Infra Engg.
29548,Innoventive Ind.
29574,Prakash Steelage
29583,Bharat Financial
29706,Gyscoal Alloys
29776,VRL Logistics
29955,Infinite Comp
30017,Edserv Softsys.
30089,C Mahendra Exp
30141,Excel Infoways
30163,Jindal Cotex Ltd
30251,Welspun Investme
30252,Syncom Health
30297,BS
30326,Arrow Textiles
30337,Sreeleathers
30992,Texmo Pipes
31509,Pradip Overseas
31785,D-Link India
32039,Electrosteel St.
32050,Farmax India
32414,Asian Hotels (E)
32948,Kesar Terminals
33159,Interglobe Aviat
33402,Dr.Datsons Labs
33406,Speciality Rest.
33432,SQS India BFSI
33444,Kirloskar Oil
33583,PC Jeweller
33638,Prabhat Dairy
33816,Flexituff Intl.
34020,MEP Infrast.
34142,GNA Axles
34162,V-Mart Retail
34263,IL&FS Transport
34404,S P Apparels
34493,Shree Gan.Jew.
34518,Emami Infra.
34663,Jaypee Infratec.
34673,TD Power Sys.
34697,Equitas Holdings
34741,Sanghvi Forg.
34787,Power Mech Proj.
34793,Sh.Pushkar Chem.
34819,Rattanindia Pow.
34901,Ujjivan Fin.Ser.
34917,Ducon Tech
34920,Thangamayil Jew.
35066,Den Networks
35142,Aqua Logistics
35224,BF Investment
35410,Sharda Cropchem
35595,Emmbi Industries
35607,Gravita India
35611,DQ Entertain.
35715,Cantabil Retail
35717,D B Realty
35743,Goenka Diamond
35794,Omkar Spl.Chem.
35844,CIL Nova Petro.
35848,Surana Solar
35919,Indosolar
36016,Techno Elec.
36017,Kalyani Invest.
36019,Va Tech Wabag
36162,RPP Infra Proj.
36229,Indiabulls Hous.
36662,Dilip Buildcon
37265,Dhunseri Invest.
37382,Talwal.Better
37447,Shekhawati Poly.
37500,Gallantt Ispat
37831,Shri Aster Silic
37832,Eros Intl.Media
37833,Zee Learn
38025,Oberoi Realty
38133,Bil Energy Sys.
38208,Shilpi Cable
38220,PG Electro.
38364,ARCL Organics
38564,Indbul.Wholesale
38565,Career Point
38700,Indian Terrain
38716,Bajaj Corp
38761,SRS
38892,AcroPetal Tech.
38923,TCI Developers
38925,Dalmia Bhar.
39082,Karma Ener.
39220,Commercial Eng.
39716,Orient Green
40028,Sudar Industries
40111,Asian Hotels (W)
40258,Tara Jewels
40279,Bharti Infra.
40294,Alembic Pharma
40342,Jubilant Inds.
40370,Pennar Engg.Bld.
40401,Elgi Rubb.
40412,Vardhman Spl.
40437,Servalaksh.Paper
40438,Furure Market
40449,Para. Print.
40450,Timbor Home
40457,Endurance Tech.
40458,Vaswani Inds.
40460,Tijaria Poly.
40479,Bharatiya Glob.
40505,Brooks Lab.
40506,Kridhan Infra
40517,Onelife Capital
40521,Thomas Scott
40530,Taksheel Sol.
40552,Nagarjuna Fert.
40553,Nagar.Oil Refin.
40564,Ujaas Energy
40566,Sanco Industries
40647,Tree House Edu.
40738,Essar Shipping
40749,Orient Refrac.
40790,Arvind Infra.
40912,Aditya Bir. Fas.
40946,Star Ferro Cem.
41136,Prakash Constro.
41147,L&T Fin.Holdings
41218,Schneider Elect.
41238,Indo Thai Sec.
41261,Dr Lal Pathlabs
41290,M B Agro Prod.
41312,MT Educare
41315,Weizmann For.
41368,VKS Projects
41369,Just Dial
41398,Shemaroo Entert.
41403,TV Vision
41473,Hexa Tradex
41487,RattanIndia Infr
41492,Prozone Intu
41535,S E Power
41741,Integra Garments
41859,NRB Indl Bearing
42049,Sadbhav Infra.
42197,Thejo Engg.
42260,Advance Meter.
42328,Zuari Agro Chem.
42518,Thyrocare Tech.
42523,Health.Global
42606,Northgate Com
42820,Veto Switchgears
43069,PDS Multi.
43083,Genus Paper & Bo
43230,Opal Luxury
43309,Snowman Logistic
43397,Ashapura Inti.
43583,Wonderla Holiday
43686,Future Lifestyle
43814,Greenlam Industr
43822,Mitcon Consult.
43863,Jindal Poly Inve
43934,Gujarat Gas
43936,India Info.Hou.
43989,Inox Wind
44041,Nath Bio-Genes
44042,Agri-Tech India
44085,Dhunseri Tea
44398,Quess Corp
44404,HPL Electric
44814,L&T Technology
45107,Narayana Hrudaya
45144,Parag Milk Foods
45748,Navkar Corporat.
45765,Gulf Oil Lubric.
45793,BDR Buildcon
45914,Majesco
45921,Momai Apparels
52315,Neopolitan Pizza
54759,IDFC Bank
54769,Intellect Design
54778,Coffee Day Enter
54840,MASK INVESTMENTS
64824,Monte Carlo Fas.
64845,Manaksia Alumi.
64846,Manaksia Steels
64847,Manaksia Coated
64848,Manaksia Indus.
64887,Manpasand Bever.
65118,UFO Moviez
65191,Jindal Stain .Hi
65297,HEC Infra Proj.
65524,Pudumjee Paper
65688,Adlabs Entert.
65733,Crompton Gr. Con
65804,Balkrishna Paper
65841,Infibeam Incorp.
65868,Shaival Reality
65878,InfoBeans Tech.
65921,Shyam Century
66041,Elite Conductors
66042,Future Retail
66221,SAB Events
66273,Adani Transmissi
66318,BIGBLOC Const.
66415,Sakar Healthcare
66472,Pneumatic Holdin
66539,Emkay Taps & Cut
66574,Quick Heal
66592,Ahimsa Indust.
66673,Husys Consulting
66762,Perfect Infraeng
66768,Bharat Wire
67056,Lloyds Steels
67280,Fourth Dimension
67285,Jet Knitwears
67292,Wealth First Por
67573,Max India
67574,Max Ventures
67804,Gokul Agro
67942,Digjam
68137,Sagardeep Alloys
68227,United Polyfab
68384,KKV Agro Powers
68704,Crown Lifters
68728,AVSL Industries
68790,Gretex Indust.
68799,Nandani Creation
68803,Aurangabad Dist.
68804,Pansari Develop.
68805,Dhanuka Realty
68806,Globe Intl. Car.
68825,Art Nirman Ltd
68973,Agro Phos
